ticker,date,close,source,currency
LMT,1970-01-01,22.1000,synthetic_prehistory,USD
LMT,1970-01-31,22.1000,synthetic_prehistory,USD
LMT,1970-03-02,22.1000,synthetic_prehistory,USD
LMT,1970-04-01,22.1000,synthetic_prehistory,USD
LMT,1970-05-01,22.1000,synthetic_prehistory,USD
LMT,1970-05-31,22.1000,synthetic_prehistory,USD
LMT,1970-06-30,22.1000,synthetic_prehistory,USD
LMT,1970-07-30,22.1000,synthetic_prehistory,USD
LMT,1970-08-29,22.1000,synthetic_prehistory,USD
LMT,1970-09-28,22.1000,synthetic_prehistory,USD
LMT,1970-10-28,22.1000,synthetic_prehistory,USD
LMT,1970-11-27,22.1000,synthetic_prehistory,USD
LMT,1970-12-27,22.1000,synthetic_prehistory,USD
LMT,1971-01-26,22.1000,synthetic_prehistory,USD
LMT,1971-02-25,22.1000,synthetic_prehistory,USD
LMT,1971-03-27,22.1000,synthetic_prehistory,USD
LMT,1971-04-27,22.1000,synthetic_prehistory,USD
LMT,1971-05-27,22.1000,synthetic_prehistory,USD
LMT,1971-06-26,22.1000,synthetic_prehistory,USD
LMT,1971-07-26,22.1000,synthetic_prehistory,USD
LMT,1971-08-25,22.1000,synthetic_prehistory,USD
LMT,1971-09-24,22.1000,synthetic_prehistory,USD
LMT,1971-10-24,22.1000,synthetic_prehistory,USD
LMT,1971-11-23,22.1000,synthetic_prehistory,USD
LMT,1971-12-23,22.1000,synthetic_prehistory,USD
LMT,1972-01-22,22.1000,synthetic_prehistory,USD
LMT,1972-02-21,22.1000,synthetic_prehistory,USD
LMT,1972-03-22,22.1000,synthetic_prehistory,USD
LMT,1972-04-21,22.1000,synthetic_prehistory,USD
LMT,1972-05-21,22.1000,synthetic_prehistory,USD
LMT,1972-06-20,22.1000,synthetic_prehistory,USD
LMT,1972-07-21,22.1000,synthetic_prehistory,USD
LMT,1972-08-20,22.1000,synthetic_prehistory,USD
LMT,1972-09-19,22.1000,synthetic_prehistory,USD
LMT,1972-10-19,22.1000,synthetic_prehistory,USD
LMT,1972-11-18,22.1000,synthetic_prehistory,USD
LMT,1972-12-18,22.1000,synthetic_prehistory,USD
LMT,1973-01-17,22.1000,synthetic_prehistory,USD
LMT,1973-02-16,22.1000,synthetic_prehistory,USD
LMT,1973-03-18,22.1000,synthetic_prehistory,USD
LMT,1973-04-17,22.1000,synthetic_prehistory,USD
LMT,1973-05-17,22.1000,synthetic_prehistory,USD
LMT,1973-06-16,22.1000,synthetic_prehistory,USD
LMT,1973-07-16,22.1000,synthetic_prehistory,USD
LMT,1973-08-15,22.1000,synthetic_prehistory,USD
LMT,1973-09-14,22.1000,synthetic_prehistory,USD
LMT,1973-10-14,22.1000,synthetic_prehistory,USD
LMT,1973-11-14,22.1000,synthetic_prehistory,USD
LMT,1973-12-14,22.1000,synthetic_prehistory,USD
LMT,1974-01-13,22.1000,synthetic_prehistory,USD
LMT,1974-02-12,22.1000,synthetic_prehistory,USD
LMT,1974-03-14,22.1000,synthetic_prehistory,USD
LMT,1974-04-13,22.1000,synthetic_prehistory,USD
LMT,1974-05-13,22.1000,synthetic_prehistory,USD
LMT,1974-06-12,22.1000,synthetic_prehistory,USD
LMT,1974-07-12,22.1000,synthetic_prehistory,USD
LMT,1974-08-11,22.1000,synthetic_prehistory,USD
LMT,1974-09-10,22.1000,synthetic_prehistory,USD
LMT,1974-10-10,22.1000,synthetic_prehistory,USD
LMT,1974-11-09,22.1000,synthetic_prehistory,USD
LMT,1974-12-09,22.1000,synthetic_prehistory,USD
LMT,1975-01-08,22.1000,synthetic_prehistory,USD
LMT,1975-02-08,22.1000,synthetic_prehistory,USD
LMT,1975-03-10,22.1000,synthetic_prehistory,USD
LMT,1975-04-09,22.1000,synthetic_prehistory,USD
LMT,1975-05-09,22.1000,synthetic_prehistory,USD
LMT,1975-06-08,22.1000,synthetic_prehistory,USD
LMT,1975-07-08,22.1000,synthetic_prehistory,USD
LMT,1975-08-07,22.1000,synthetic_prehistory,USD
LMT,1975-09-06,22.1000,synthetic_prehistory,USD
LMT,1975-10-06,22.1000,synthetic_prehistory,USD
LMT,1975-11-05,22.1000,synthetic_prehistory,USD
LMT,1975-12-05,22.1000,synthetic_prehistory,USD
LMT,1976-01-04,22.1000,synthetic_prehistory,USD
LMT,1976-02-03,22.1000,synthetic_prehistory,USD
LMT,1976-03-04,22.1000,synthetic_prehistory,USD
LMT,1976-04-03,22.1000,synthetic_prehistory,USD
LMT,1976-05-03,22.1000,synthetic_prehistory,USD
LMT,1976-06-03,22.1000,synthetic_prehistory,USD
LMT,1976-07-03,22.1000,synthetic_prehistory,USD
LMT,1976-08-02,22.1000,synthetic_prehistory,USD
LMT,1976-09-01,22.1000,synthetic_prehistory,USD
LMT,1976-10-01,22.1000,synthetic_prehistory,USD
LMT,1976-10-31,22.1000,synthetic_prehistory,USD
LMT,1976-11-30,22.1000,synthetic_prehistory,USD
LMT,1976-12-30,22.1000,synthetic_prehistory,USD
LMT,1977-01-29,22.1000,synthetic_prehistory,USD
LMT,1977-02-28,22.1000,synthetic_prehistory,USD
LMT,1977-03-30,22.1000,synthetic_prehistory,USD
LMT,1977-04-29,22.1000,synthetic_prehistory,USD
LMT,1977-05-29,22.1000,synthetic_prehistory,USD
LMT,1977-06-28,22.1000,synthetic_prehistory,USD
LMT,1977-07-28,22.1000,synthetic_prehistory,USD
LMT,1977-08-28,22.1000,synthetic_prehistory,USD
LMT,1977-09-27,22.1000,synthetic_prehistory,USD
LMT,1977-10-27,22.1000,synthetic_prehistory,USD
LMT,1977-11-26,22.1000,synthetic_prehistory,USD
LMT,1977-12-26,22.1000,synthetic_prehistory,USD
LMT,1978-01-25,22.1000,synthetic_prehistory,USD
LMT,1978-02-24,22.1000,synthetic_prehistory,USD
LMT,1978-03-26,22.1000,synthetic_prehistory,USD
LMT,1978-04-25,22.1000,synthetic_prehistory,USD
LMT,1978-05-25,22.1000,synthetic_prehistory,USD
